id,title,description,cat1IDs,cat2IDs,cat3IDs,cat4IDs,cat5IDs,cat6IDs,cat7IDs,cat8IDs,cat9IDs,cat10IDs,cat11IDs,cat12IDs,cat13IDs,cat14IDs,cat15IDs,cat16IDs,cat17IDs,cat18IDs
87810,Quyết định 822/QĐ-BTP,"Ban hành Chương trình Hành động của Bộ Tư pháp thực hiện chỉ thị số 30/CT-TTg ngày 26 tháng 11 năm 2012 của Thủ tướng Chính phủ về tăng cường thực hành tiết kiệm, chống lãng phí","52312,63520",,,,"12789,52312,63520",,,17305,,,,,,,,,,
86137,Quyết định 568/QĐ-TTg,Phê duyệt điều chỉnh quy hoạch phát triển giao thông vận tải thành phố Hồ Chí Minh đến năm 2020 và tầm nhìn sau năm 2020,22843,,,,22843,,,"14710,75732",,,,,,,,,,
112701,Quyết định 04/2013/QĐ-KTNN,Ban hành Quy trình kiểm toán Dự án đầu tư xây dựng công trình,"11973,13052,24018,80721,112663,112666",,,,"11973,13052,24018,80721,112663,112666",,,,,,,,,,,,,
87310,Quyết định 551/QĐ-TTg,"Phê duyệt Chương trình 135 về hỗ trợ đầu tư cơ sở hạ tầng, hỗ trợ phát triển sản xuất cho các xã đặc biệt khó khăn, xã biên giới, xã an toàn khu, các thôn, bản đặc biệt khó khăn","22843,31328",,87998,,"22843,31328",,,,,,,,,,,,,
88160,Quyết định 152/QĐ-UBDT,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Vụ Hợp tác Quốc tế",27838,,,,27838,,,,,,,,,,,,,
88141,Quyết định 149/QĐ-UBDT,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của vụ địa phương I",27838,,,91913,27838,,,,,,,,,,,,,
30433,Quyết định 18/2013/QĐ-TTg,"về cải tạo, phục hồi môi trường và ký quỹ cải tạo, phục hồi môi trường đối với hoạt động khai thác khoáng sản",16729,,,24202,"16729,26349",52528,,26361,,,,,,,,,,
62448,Quyết định 538/QĐ-TTg,Phê duyệt Đề án thực hiện lộ trình tiến tới bảo hiểm y tế toàn dân giai đoạn 2012-2015 và 2020,"12326,22843",,,,"12326,22843",,,"7601,11865,25985,26898,27863",,,,,,,,,,
112680,Quyết định 02/2013/QĐ-KTNN,Ban hành Quy trình kiểm toán Ngân sách nhà nước,,,,27451,,175505,,,122352,,,,,,,,,
87666,Quyết định 518/QĐ-TTg,Về việc phê duyệt Đề án xây dựng hệ thống cảnh báo nhanh và phân tích nguy cơ về an toàn thực phẩm tại Việt Nam,"11745,12692,86910",,,,"11745,12692,86910",,,,,,,,,,,,,
31236,Quyết định 244/QĐ-BNV,"Phê duyệt điều lệ (sửa đổi, bổ sung) của Hội Cảng - Đường thủy - Thềm lục địa Việt Nam",21443,,,,"12690,21443",,,,,,,,,,,,,
30434,Quyết định 17/2013/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Tổng cục Dân số - Kế hoạch hóa gia đình thuộc Bộ Y tế","27460,27829",,,"12848,12848",22843,170558,,,,,,,,,,,,
87599,Quyết định 484/QĐ-BNN-VP,Phê duyệt lộ trình cung cấp dịch vụ công trực tuyến của Bộ Nông nghiệp và Phát triển nông thôn giai đoạn 2013-2015,"23641,26495",,,,"12944,23641,26495",,,,,,,,,,,,,
86510,Quyết định 419/QĐ-TTg,"Phê duyệt “Chiến lược phát triển bóng đá Việt Nam đến năm 2020, tầm nhìn đến năm 2030”","14833,22843",,,,"14833,22843",,,,,,,,,,,,,
30295,Quyết định 16/2013/QĐ-TTg,"Về việc mua, bán vàng miếng trên thị trường trong nước của Ngân hàng Nhà nước Việt Nam","6998,25692,27414",,86512,,"6998,22843,25692,27414",,,,,,,,,,,,,
31030,Quyết định 369/QĐ-TTg,Về việc phê duyệt Chiến lược phát triển Ngân hàng Phát triển Việt Nam đến năm 2020 và tầm nhìn đến năm 2030,"18433,22843,25693,26722",,,,"18433,22843,25693,26722",,,,,,,,,,,,,
86887,Quyết định 355/QĐ-TTg,"Về việc phê duyệt điều chỉnh chiến lược phát triển giao thông vận tải Việt Nam đến năm 2020, tầm nhìn đến năm 2030",22843,,,,22843,,,12322,,,,,,,,,,
80827,Quyết định 342/QĐ-TTg,Sửa đổi một số tiêu chí của bộ tiêu chí Quốc gia về nông thôn mới,"22843,24542",,58297,,"22843,24542",,,11949,,,,,,,,,,
54951,Quyết định 339/QĐ-TTg,"Phê duyệt Đề án tổng thể tái cơ cấu kinh tế gắn với chuyển đổi mô hình tăng trưởng theo hướng nâng cao chất lượng, hiệu quả 
và năng lực cạnh tranh giai đoạn 2013 - 2020","22843,27122",,87538,,"22843,27122",,,15480,,,,,,,,,,
86495,Quyết định 321/QĐ-TTg,Phê duyệt Chương trình hành động quốc gia về du lịch giai đoạn 2013-2020,"18132,22843",,,,"18132,22843",,,,,,,,,,,,,
76251,Quyết định 293/QĐ-TTg,"Về việc hỗ trợ có mục tiêu từ ngân sách Trung ương cho 23 huyện có tỷ lệ hộ nghèo cao được áp dụng cơ chế, chính sách đầu tư cơ sở hạ tầng theo Quy định của Nghị quyết số 30a/2008/NQ-CP ngày 27 tháng 12 năm 2008 của Chính phủ về chương trình hỗ trợ giảm nghèo nhanh và bền vững đối với 62 huyện nghèo","12462,22843",,,,"12462,22843",,,,,,,,,,,,,
87659,Quyết định 518/QĐ-BVHTTDL,"Ban hành Chương trình hành động của Bộ Văn hóa, Thể thao và Du lịch thực hiện Nghị quyết số 01/Nq-Cp ngày 07 tháng 01 năm 2013 của Chính phủ về những giải pháp chủ yếu chỉ đạo điều hành thực hiện kế hoạch phát triển kinh tế - xã hội và dự toán ngân sách Nhà nước năm 2013",,,,,12820,,,"53762,60083,79852,92066,92067,92068",,,,,,,,,,
88215,Quyết định 263/QĐ-TTg,Thành lập Ban Chỉ đạo trung ương thực hiện chương trình mục tiêu quốc gia khắc phục ô nhiễm và cải thiện môi trường giai đoạn 2012 - 2015,"14414,22843",,,,"14414,22843",,,,,,,,,,,,,
31028,Quyết định 06/2013/QĐ-TTg,"Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Cổng Thông tin điện tử Chính phủ","22843,27312",,,24140,"22843,27312,27849",,,,,,,,,,,,,
87751,Quyết định 161/QĐ-BNN-TCLN,Về việc giao nhiệm vụ thực hiện kế hoạch bảo vệ và phát triển rừng năm 2013,"12944,23641",,,,"12944,23641",,,,,,,,,,,,,
32733,Quyết định 201/QĐ-TTg,"Phê duyệt ""Quy hoạch tổng thể phát triển Du lịch Việt Nam đến năm 2020, tầm nhìn đến năm 2030""","18132,22843",,,,"18132,22843",,,,,,,,,,,,,
86872,Quyết định 189/QĐ-TTg,Về việc hỗ trợ gạo cứu đói dịp Tết nguyên đán và giáp hạt năm 2013 cho các địa phương,22843,,,,22843,,,,,,,,,,,,,
28040,Quyết định 05/2013/QĐ-TTg,Quy định việc công dân Việt Nam ra nước ngoài học tập,"15651,18129,23779,26425",,"38074,37949,37813",,"15651,18129,22843,23779,26425",150033,,16726,,,,,,,,,,
30557,Quyết định 31/QĐ-BNN-VP,Ban hành kế hoạch cải cách hành chính năm 2013 của Bộ Nông nghiệp và phát triển nông thôn,"12944,23641",,,,"12944,23641",,,,,,,,,,,,,
87985,Quyết định 14/QĐ-BNN-TCLN,Thành lập ban chỉ đạo kế hoạch hành động khẩn cấp đến năm 2020 để bảo tồn voi ở Việt Nam,"12944,23641",,,,"12944,23641",,,91886,,,,,,,,,,
57341,Quyết định 1173/QĐ-BXD,Về việc công bố định mức dự toán xây dựng công trình phần lắp đặt (sửa đổi và bổ sung),"23848,27050",,,,"12833,23848,27050",,,,,,,,,,,,,
30387,Quyết định 59/2012/QĐ-TTg,"Về chính sách trợ giúp pháp lý cho người nghèo, đồng bào dân tộc thiểu số tại xã nghèo giai đoạn 2013 - 2020",15060,,33560,,"15060,22843","112716,112716",,12462,,,,,,,,,,
68114,Quyết định 56/2012/QĐ-TTg,Ban hành Quy chế quản lý và xử lý rủi ro đối với danh mục nợ công,"11760,25382",,,,"11760,22843,25382",129894,,"11760,25383,26107",,,,,,,,,,
55140,Quyết định 1895/QĐ-TTg,Về việc phê duyệt Chương trình phát triển nông nghiệp ứng dụng công nghệ cao thuộc Chương trình quốc gia phát triển công nghệ cao đến năm 2020,"12354,22843",,,85198,"12354,22843",,,,,,,,,,,,,
88462,Quyết định 1881/QĐ-TTg,"Về việc thành lập ban soạn thảo báo cáo tổng kết Nghị quyết số 28-NQ/TW của Bộ Chính trị về tiếp tục sắp xếp, đổi mới và phát triển nông, lâm trường quốc doanh",22843,,,,22843,,,,,,,,,,,,,
31309,Quyết định 1655/QĐ-BKHĐT,Về việc giao chỉ tiêu kế hoạch phát triển kinh tế - xã hội năm 2013,24618,,,,24618,,,"25188,27986,86164",,,,,,,,,,
67959,Quyết định 1294/QĐ-BNV,"Phê duyệt đề án “Xxác định chỉ số cải cách hành chính của các bộ, cơ quan ngang bộ, Ủy ban nhân dân các tỉnh, thành phố trực thuộc Trung Ương”",27742,,30552,,27742,,,,,,,,,,,,,
28009,Quyết định 54/2012/QĐ-TTg,Ban hành chính sách cho vay vốn phát triển sản xuất đối với hộ dân tộc thiểu số đặc biệt khó khăn giai đoạn 2012 - 2015,,,"46397,41523","14341,23910",22843,138539,,14470,,,,,,,,,,
28100,Quyết định 53/2012/QĐ-TTg,Về việc ban hành lộ trình áp dụng tỷ lệ phối trộn nhiên liệu sinh học với nhiên liệu truyền thống,13103,,"86534,67621,67267,66768,57535,47063,47039,28101",,"13103,22843",,,,,,,,,,,,,
60249,Quyết định 1776/QĐ-TTg,"Phê duyệt chương trình bố trí dân cư các vùng: thiên tai, đặc biệt khó khăn, biên giới, hải đảo, di cư tự do, khu rừng đặc dụng
giai đoạn 2013 - 2015 và định hướng đến năm 2020",22843,,,"15490,24168",22843,,,,,,,,,,,,,
27899,Quyết định 52/2012/QĐ-TTg,Về chính sách hỗ trợ giải quyết việc làm và đào tạo nghề cho người lao động bị thu hồi đất nông nghiệp,"12232,23734,26349",,,27901,"22843,24220",94012,,"12144,12462,13205",84379,,,,,,,,,
31242,Quyết định 1727/QĐ-TTg,"Về Kế hoạch phân công thực hiện Kết luận 23-KL/TW về “Một số vấn đề về tiền lương, bảo hiểm xã hội, trợ cấp ưu đãi người có công và định hướng cải cách đến năm 2020”",,,,,22843,,,"17305,18654,23713,84886",,,,,,,,,,
27881,Quyết định 50/2012/QĐ-TTg,"Về việc áp dụng hình thức chỉ định thầu đối với các gói thầu thuộc trường hợp đặc biệt do Thủ tướng Chính phủ xem xét, quyết định","11706,16750,23748,27783",,,,"11706,16750,22843,23748,27783",,,,,,,,,,,,,
27934,Quyết định 48/2012/QĐ-TTg,"Về việc sửa đổi, bổ sung Quyết định số 204/2005/QĐ-TTg ngày 15 tháng 8 năm 2005 của Thủ tướng Chính phủ","18724,19419",,,,"18724,19419,22843",174943,26547,,,,,,,,17671,,,
87793,Quyết định 2818/QĐ-TTCP,"Ban hành Quy chế về việc quản lý, đưa thông tin trên Cổng thông tin điện tử Thanh tra Chính phủ","11684,14476,15066,24590,26495",,,,"11684,14476,15066,24590,26495",,,24304,,,,,,,,,,
87795,Quyết định 2819/QĐ-TTCP,Ban hành Quy chế hoạt động của Ban Biên tập Cổng thông tin điện tử Thanh tra Chính phủ,"14476,15066,24590,26495",,,,"14476,15066,24590,26495",,,2083,,,,,,,,,,
28105,Quyết định 46/2012/QĐ-TTg,Về việc quản lý sử dụng phí cho vay lại và phần trích phí bảo lãnh tại Bộ Tài chính giai đoạn 2012 – 2015,"11760,17305,25383,26107",,46868,,"11760,17305,22843,25383,26107",97378,,,,,,,,,,,,
